"binding","objOfProp","label"
"http://dbpedia.org/resource/Godless_(miniseries)","http://dbpedia.org/resource/Scott_Frank","Scott Frank"
"http://dbpedia.org/resource/Dinner_with_Friends_with_Brett_Gelman_and_Friends","http://dbpedia.org/resource/Brett_Gelman","Brett Gelman"
"http://dbpedia.org/resource/Super_Trio_series","http://dbpedia.org/resource/TVB","TVB (azienda)"
"http://dbpedia.org/resource/P._Diddy's_Starmaker","http://dbpedia.org/resource/Sean_Combs","Sean Combs"
"http://dbpedia.org/resource/The_Trews_(web_series)","http://dbpedia.org/resource/Russell_Brand","Russell Brand"
"http://dbpedia.org/resource/Tightrope!","http://dbpedia.org/resource/Russell_Rouse","Russell Rouse"
"http://dbpedia.org/resource/Tall_Tales_&_Legends","http://dbpedia.org/resource/Shelley_Duvall","Shelley Duvall"
"http://dbpedia.org/resource/The_Cleveland_Show","http://dbpedia.org/resource/Seth_MacFarlane","Seth MacFarlane"
"http://dbpedia.org/resource/The_Beautiful_World_of_Jeffree_Star","http://dbpedia.org/resource/Shane_Dawson","Shane Dawson"
"http://dbpedia.org/resource/The_Mind_of_Jake_Paul","http://dbpedia.org/resource/Shane_Dawson","Shane Dawson"
"http://dbpedia.org/resource/Deadly_Possessions","http://dbpedia.org/resource/Zak_Bagans","Zak Bagans"
"http://dbpedia.org/resource/Faerie_Tale_Theatre","http://dbpedia.org/resource/Shelley_Duvall","Shelley Duvall"
"http://dbpedia.org/resource/Family_Guy","http://dbpedia.org/resource/Seth_MacFarlane","Seth MacFarlane"
"http://dbpedia.org/resource/Bette_Kane","http://dbpedia.org/resource/Sheldon_Moldoff","Sheldon Moldoff"
"http://dbpedia.org/resource/Shelley_Duvall's_Bedtime_Stories","http://dbpedia.org/resource/Shelley_Duvall","Shelley Duvall"
"http://dbpedia.org/resource/Mr._Freeze","http://dbpedia.org/resource/Sheldon_Moldoff","Sheldon Moldoff"
"http://dbpedia.org/resource/The_Orville","http://dbpedia.org/resource/Seth_MacFarlane","Seth MacFarlane"
"http://dbpedia.org/resource/Paranormal_Challenge","http://dbpedia.org/resource/Zak_Bagans","Zak Bagans"
"http://dbpedia.org/resource/Seth_MacFarlane's_Cavalcade_of_Cartoon_Comedy","http://dbpedia.org/resource/Seth_MacFarlane","Seth MacFarlane"
"http://dbpedia.org/resource/American_Dad!","http://dbpedia.org/resource/Seth_MacFarlane","Seth MacFarlane"
"http://dbpedia.org/resource/Conspiracy_Series_with_Shane_Dawson","http://dbpedia.org/resource/Shane_Dawson","Shane Dawson"
"http://dbpedia.org/resource/Ghost_Adventures","http://dbpedia.org/resource/Zak_Bagans","Zak Bagans"
"http://dbpedia.org/resource/Ghost_Adventures:_Aftershocks","http://dbpedia.org/resource/Zak_Bagans","Zak Bagans"
"http://dbpedia.org/resource/Nightmare_Classics","http://dbpedia.org/resource/Shelley_Duvall","Shelley Duvall"
"http://dbpedia.org/resource/The_Secret_World_of_Jeffree_Star","http://dbpedia.org/resource/Shane_Dawson","Shane Dawson"
"http://dbpedia.org/resource/The_Wayans_Bros.","http://dbpedia.org/resource/Shawn_Wayans","Shawn Wayans"
"http://dbpedia.org/resource/World_Have_Your_Say","http://dbpedia.org/resource/BBC_World_News","BBC World News"
"http://dbpedia.org/resource/Kanoon_(TV_series)","http://dbpedia.org/resource/B._R._Chopra","Baldev Raj Chopra"
"http://dbpedia.org/resource/Reporters_(TV_programme)","http://dbpedia.org/resource/BBC_World_News","BBC World News"
"http://dbpedia.org/resource/The_Rifleman","http://dbpedia.org/resource/Arnold_Laven","Arnold Laven"
"http://dbpedia.org/resource/Worklife_(TV_programme)","http://dbpedia.org/resource/BBC_World_News","BBC World News"
"http://dbpedia.org/resource/World_Business_Report","http://dbpedia.org/resource/BBC_World_News","BBC World News"
"http://dbpedia.org/resource/Punk'd","http://dbpedia.org/resource/Ashton_Kutcher","Ashton Kutcher"
"http://dbpedia.org/resource/Newsday_(TV_programme)","http://dbpedia.org/resource/BBC_World_News","BBC World News"
"http://dbpedia.org/resource/Middle_East_Business_Report","http://dbpedia.org/resource/BBC_World_News","BBC World News"
"http://dbpedia.org/resource/World_News_Today","http://dbpedia.org/resource/BBC_World_News","BBC World News"
"http://dbpedia.org/resource/Beauty_and_the_Baker","http://dbpedia.org/resource/Assi_Azar","Assi Azar"
"http://dbpedia.org/resource/Beauty_and_the_Geek_Australia","http://dbpedia.org/resource/Ashton_Kutcher","Ashton Kutcher"
"http://dbpedia.org/resource/Mickey_(TV_series)","http://dbpedia.org/resource/Arthur_Marx","Arthur Marx"
"http://dbpedia.org/resource/Eòrpa","http://dbpedia.org/resource/BBC_Scotland","BBC Scotland"
"http://dbpedia.org/resource/Bob_Servant","http://dbpedia.org/resource/Neil_Forsyth","Neil Forsyth"
"http://dbpedia.org/resource/Breakfast_with_Brisbane","http://dbpedia.org/resource/BBC_Sport","BBC Sport"
"http://dbpedia.org/resource/Asia_Business_Report","http://dbpedia.org/resource/BBC_World_News","BBC World News"
"http://dbpedia.org/resource/Asia_Today","http://dbpedia.org/resource/BBC_World_News","BBC World News"
"http://dbpedia.org/resource/Austin_Mahone_Takeover","http://dbpedia.org/resource/Austin_Mahone","Austin Mahone"
"http://dbpedia.org/resource/Awkwafina_Is_Nora_from_Queens","http://dbpedia.org/resource/Awkwafina","Awkwafina"
"http://dbpedia.org/resource/BBC_News_with_Katty_and_Christian","http://dbpedia.org/resource/BBC_World_News","BBC World News"
"http://dbpedia.org/resource/BBC_OS","http://dbpedia.org/resource/BBC_World_News","BBC World News"
"http://dbpedia.org/resource/BBC_Scotland_Investigates","http://dbpedia.org/resource/BBC_Scotland","BBC Scotland"
"http://dbpedia.org/resource/Hogmanay_Live","http://dbpedia.org/resource/BBC_Scotland","BBC Scotland"
"http://dbpedia.org/resource/Africa_Business_Report","http://dbpedia.org/resource/BBC_World_News","BBC World News"
"http://dbpedia.org/resource/GMT_(TV_programme)","http://dbpedia.org/resource/BBC_World_News","BBC World News"
"http://dbpedia.org/resource/Global_(TV_series)","http://dbpedia.org/resource/BBC_World_News","BBC World News"
"http://dbpedia.org/resource/Impact_(TV_programme)","http://dbpedia.org/resource/BBC_World_News","BBC World News"
"http://dbpedia.org/resource/Ramayan_(2002_TV_series)","http://dbpedia.org/resource/B._R._Chopra","Baldev Raj Chopra"
"http://dbpedia.org/resource/The_Hub_(TV_programme)","http://dbpedia.org/resource/BBC_World_News","BBC World News"
"http://dbpedia.org/resource/Focus_on_Africa_(TV_programme)","http://dbpedia.org/resource/BBC_World_News","BBC World News"
"http://dbpedia.org/resource/Vishnu_Puran_(TV_series)","http://dbpedia.org/resource/B._R._Chopra","Baldev Raj Chopra"
"http://dbpedia.org/resource/Channel_A_(TV_series)","http://dbpedia.org/resource/Avex_Inc.","Avex Group"
"http://dbpedia.org/resource/Circus_(TV_series)","http://dbpedia.org/resource/Aziz_Mirza","Aziz Mirza"
"http://dbpedia.org/resource/Hey_Ash,_Whatcha_Playin'%3F","http://dbpedia.org/resource/Ashly_Burch","Ashly Burch"
"http://dbpedia.org/resource/Mahabharat_(1988_TV_series)","http://dbpedia.org/resource/B._R._Chopra","Baldev Raj Chopra"
"http://dbpedia.org/resource/You've_Got_a_Friend_(TV_program)","http://dbpedia.org/resource/Ashton_Kutcher","Ashton Kutcher"
"http://dbpedia.org/resource/In_Business_Africa","http://dbpedia.org/resource/BBC_World_News","BBC World News"
"http://dbpedia.org/resource/India_Business_Report","http://dbpedia.org/resource/BBC_World_News","BBC World News"
"http://dbpedia.org/resource/N.Y.P.D._(TV_series)","http://dbpedia.org/resource/Arnold_Perl","Arnold Perl"
"http://dbpedia.org/resource/Sport_Relief","http://dbpedia.org/resource/BBC_Sport","BBC Sport"
"http://dbpedia.org/resource/Spook_Squad","http://dbpedia.org/resource/BBC_Scotland","BBC Scotland"
"http://dbpedia.org/resource/Just_the_Two_of_Us_(TV_series)","http://dbpedia.org/resource/BBC_Worldwide","BBC Worldwide"
"http://dbpedia.org/resource/Late_Night_with_Jimmy_Fallon","http://dbpedia.org/resource/Lorne_Michaels","Lorne Michaels"
"http://dbpedia.org/resource/Summerland_(TV_series)","http://dbpedia.org/resource/Lori_Loughlin","Lori Loughlin"
"http://dbpedia.org/resource/Dancing_with_the_Stars:_Taniec_z_gwiazdami","http://dbpedia.org/resource/BBC_Worldwide","BBC Worldwide"
"http://dbpedia.org/resource/Miami_Medical","http://dbpedia.org/resource/Jeffrey_Lieber","Jeffrey Lieber"
"http://dbpedia.org/resource/Dance_War:_Bruno_vs._Carrie_Ann","http://dbpedia.org/resource/BBC_Worldwide","BBC Worldwide"
"http://dbpedia.org/resource/Dancing_Brasil","http://dbpedia.org/resource/BBC_Worldwide","BBC Worldwide"
"http://dbpedia.org/resource/Dancing_Brasil_Júnior","http://dbpedia.org/resource/BBC_Worldwide","BBC Worldwide"
"http://dbpedia.org/resource/Danse_avec_les_stars","http://dbpedia.org/resource/BBC_Worldwide","BBC Worldwide"
"http://dbpedia.org/resource/The_Unit","http://dbpedia.org/resource/David_Mamet","David Mamet"
"http://dbpedia.org/resource/Un_inviato_molto_speciale","http://dbpedia.org/resource/Gianfranco_Manfredi","Gianfranco Manfredi"
"http://dbpedia.org/resource/Lost_(TV_series)","http://dbpedia.org/resource/Jeffrey_Lieber","Jeffrey Lieber"
"http://dbpedia.org/resource/High_School_Musical:_Get_in_the_Picture","http://dbpedia.org/resource/BBC_Worldwide","BBC Worldwide"
"http://dbpedia.org/resource/Janus_Stark","http://dbpedia.org/resource/Francisco_Solano_López_(comics)","Francisco Solano López (fumettista)"
"http://dbpedia.org/resource/Top_Gear_Italia","http://dbpedia.org/resource/BBC_Worldwide","BBC Worldwide"
"http://dbpedia.org/resource/Top_Gear_Russia","http://dbpedia.org/resource/BBC_Worldwide","BBC Worldwide"
"http://dbpedia.org/resource/Fishing_with_John","http://dbpedia.org/resource/John_Lurie","John Lurie"
"http://dbpedia.org/resource/Chucky_(TV_series)","http://dbpedia.org/resource/Don_Mancini","Don Mancini"
"http://dbpedia.org/resource/Chris_Harris_on_Cars","http://dbpedia.org/resource/BBC_Worldwide","BBC Worldwide"
"http://dbpedia.org/resource/Grease:_You're_the_One_That_I_Want!","http://dbpedia.org/resource/BBC_Worldwide","BBC Worldwide"
"http://dbpedia.org/resource/Tantsi_z_zirkamy","http://dbpedia.org/resource/BBC_Worldwide","BBC Worldwide"
"http://dbpedia.org/resource/Iron_Man_(TV_series)","http://dbpedia.org/resource/Larry_Lieber","Larry Lieber"
"http://dbpedia.org/resource/Just_the_2_of_Us_(Greek_TV_series)","http://dbpedia.org/resource/BBC_Worldwide","BBC Worldwide"
"http://dbpedia.org/resource/Painting_with_John","http://dbpedia.org/resource/John_Lurie","John Lurie"
"http://dbpedia.org/resource/The_Travel_Show_(TV_programme)","http://dbpedia.org/resource/BBC_World_News","BBC World News"
"http://dbpedia.org/resource/Sport_Today","http://dbpedia.org/resource/BBC_World_News","BBC World News"
"http://dbpedia.org/resource/Normalman_(TV_series)","http://dbpedia.org/resource/Lillo_&_Greg","Lillo & Greg"
"http://dbpedia.org/resource/Saturday_Night_Live","http://dbpedia.org/resource/Lorne_Michaels","Lorne Michaels"
"http://dbpedia.org/resource/Saturday_Night_Live_Korea","http://dbpedia.org/resource/Lorne_Michaels","Lorne Michaels"
"http://dbpedia.org/resource/Saturday_Night_Live_Weekend_Update_Thursday","http://dbpedia.org/resource/Lorne_Michaels","Lorne Michaels"
"http://dbpedia.org/resource/When_Spicy_Meets_Sweet","http://dbpedia.org/resource/MTV","MTV"
"http://dbpedia.org/resource/Yeonnam-dong_539","http://dbpedia.org/resource/Maeil_Broadcasting_Network","Maeil Broadcasting Network"
"http://dbpedia.org/resource/The_Lucy_Show","http://dbpedia.org/resource/Lucille_Ball","Lucille Ball"
"http://dbpedia.org/resource/Next_(2020_TV_series)","http://dbpedia.org/resource/Manny_Coto","Manny Coto"
"http://dbpedia.org/resource/Disenchantment_(TV_series)","http://dbpedia.org/resource/Matt_Groening","Matt Groening"
"http://dbpedia.org/resource/Falling_for_Korea_-_Transnational_Couples","http://dbpedia.org/resource/Maeil_Broadcasting_Network","Maeil Broadcasting Network"
"http://dbpedia.org/resource/24:_Legacy","http://dbpedia.org/resource/Manny_Coto","Manny Coto"
"http://dbpedia.org/resource/Bossam:_Steal_the_Fate","http://dbpedia.org/resource/Maeil_Broadcasting_Network","Maeil Broadcasting Network"
"http://dbpedia.org/resource/Odyssey_5","http://dbpedia.org/resource/Manny_Coto","Manny Coto"
"http://dbpedia.org/resource/Sai_de_Baixo","http://dbpedia.org/resource/Luiz_Gustavo","Luiz Gustavo Dias"
"http://dbpedia.org/resource/The_Manish_Malhotra_Show","http://dbpedia.org/resource/Manish_Malhotra","Manish Malhotra"
"http://dbpedia.org/resource/Alternative_Nation","http://dbpedia.org/resource/MTV","MTV"
"http://dbpedia.org/resource/Baazi_Kiski","http://dbpedia.org/resource/Lottery","Lotteria"
"http://dbpedia.org/resource/Firefly_Lane","http://dbpedia.org/resource/Maggie_Friedman","Maggie Friedman"
"http://dbpedia.org/resource/Maddigan's_Quest","http://dbpedia.org/resource/Margaret_Mahy","Margaret Mahy"
"http://dbpedia.org/resource/Goodnight_for_Justice:_Queen_of_Hearts","http://dbpedia.org/resource/Luke_Perry","Luke Perry"
"http://dbpedia.org/resource/Graceful_Family","http://dbpedia.org/resource/Maeil_Broadcasting_Network","Maeil Broadcasting Network"
"http://dbpedia.org/resource/I'm_Going_to_Tell_You_a_Secret","http://dbpedia.org/resource/Madonna","Madonna (cantante)"
"http://dbpedia.org/resource/Knowing_Me_Knowing_You_with_Alan_Partridge_(TV_series)","http://dbpedia.org/resource/Patrick_Marber","Patrick Marber"
"http://dbpedia.org/resource/Roadkill_(web_series)","http://dbpedia.org/resource/Motor_Trend","Motor Trend (periodico)"
"http://dbpedia.org/resource/Animals_(South_Korean_TV_series)","http://dbpedia.org/resource/Munhwa_Broadcasting_Corporation","Munhwa Broadcasting Corporation"
"http://dbpedia.org/resource/Sítio_do_Picapau_Amarelo_(1977_TV_series)","http://dbpedia.org/resource/Monteiro_Lobato","José Bento Renato Monteiro Lobato"
"http://dbpedia.org/resource/Sítio_do_Picapau_Amarelo_(2012_TV_series)","http://dbpedia.org/resource/Monteiro_Lobato","José Bento Renato Monteiro Lobato"
"http://dbpedia.org/resource/12_oz._Mouse","http://dbpedia.org/resource/Matt_Maiellaro","Matt Maiellaro"
"http://dbpedia.org/resource/Queen_of_Housewives","http://dbpedia.org/resource/Munhwa_Broadcasting_Corporation","Munhwa Broadcasting Corporation"
"http://dbpedia.org/resource/Raid_(TV_series)","http://dbpedia.org/resource/Olivier_Marchal","Olivier Marchal"
"http://dbpedia.org/resource/A_Minute_with_Stan_Hooper","http://dbpedia.org/resource/Norm_Macdonald","Norm MacDonald"
"http://dbpedia.org/resource/Braquo","http://dbpedia.org/resource/Olivier_Marchal","Olivier Marchal"
"http://dbpedia.org/resource/Aqua_Teen_Hunger_Force","http://dbpedia.org/resource/Matt_Maiellaro","Matt Maiellaro"
"http://dbpedia.org/resource/Fastlane_(TV_series)","http://dbpedia.org/resource/McG","McG"
"http://dbpedia.org/resource/Futurama","http://dbpedia.org/resource/Matt_Groening","Matt Groening"
"http://dbpedia.org/resource/God_of_War_(TV_series)","http://dbpedia.org/resource/Munhwa_Broadcasting_Corporation","Munhwa Broadcasting Corporation"
"http://dbpedia.org/resource/Perfect_Hair_Forever","http://dbpedia.org/resource/Matt_Maiellaro","Matt Maiellaro"
"http://dbpedia.org/resource/The_Norm_Show","http://dbpedia.org/resource/Norm_Macdonald","Norm MacDonald"
"http://dbpedia.org/resource/Sports_Show_with_Norm_Macdonald","http://dbpedia.org/resource/Norm_Macdonald","Norm MacDonald"
"http://dbpedia.org/resource/Come_and_Hug_Me","http://dbpedia.org/resource/Munhwa_Broadcasting_Corporation","Munhwa Broadcasting Corporation"
"http://dbpedia.org/resource/Flames_of_Desire","http://dbpedia.org/resource/Munhwa_Broadcasting_Corporation","Munhwa Broadcasting Corporation"
"http://dbpedia.org/resource/The_Simpsons","http://dbpedia.org/resource/Matt_Groening","Matt Groening"
"http://dbpedia.org/resource/Sítio_do_Pica-pau_Amarelo_(1952_TV_series)","http://dbpedia.org/resource/Monteiro_Lobato","José Bento Renato Monteiro Lobato"
"http://dbpedia.org/resource/Where_Are_We_Going,_Dad%3F_(TV_series)","http://dbpedia.org/resource/Munhwa_Broadcasting_Corporation","Munhwa Broadcasting Corporation"
"http://dbpedia.org/resource/I_Am_a_Singer","http://dbpedia.org/resource/Munhwa_Broadcasting_Corporation","Munhwa Broadcasting Corporation"
"http://dbpedia.org/resource/Miss_Ripley","http://dbpedia.org/resource/Munhwa_Broadcasting_Corporation","Munhwa Broadcasting Corporation"
"http://dbpedia.org/resource/Risky_Romance","http://dbpedia.org/resource/Munhwa_Broadcasting_Corporation","Munhwa Broadcasting Corporation"
"http://dbpedia.org/resource/Soul_Quest_Overdrive","http://dbpedia.org/resource/Matt_Maiellaro","Matt Maiellaro"
"http://dbpedia.org/resource/Sweet,_Savage_Family","http://dbpedia.org/resource/Munhwa_Broadcasting_Corporation","Munhwa Broadcasting Corporation"
"http://dbpedia.org/resource/The_Crystal_Cube","http://dbpedia.org/resource/Hugh_Laurie","Hugh Laurie"
"http://dbpedia.org/resource/The_Company_(miniseries)","http://dbpedia.org/resource/Robert_Littell_(author)","Robert Littell"
"http://dbpedia.org/resource/McMafia","http://dbpedia.org/resource/Hossein_Amini","Hossein Amini"
"http://dbpedia.org/resource/McMafia","http://dbpedia.org/resource/James_Watkins_(director)","James Watkins"
"http://dbpedia.org/resource/48_Hours_(TV_program)","http://dbpedia.org/resource/Howard_Stringer","Howard Stringer"
"http://dbpedia.org/resource/A_Bit_of_Fry_&_Laurie","http://dbpedia.org/resource/Hugh_Laurie","Hugh Laurie"
"http://dbpedia.org/resource/California's_Gold","http://dbpedia.org/resource/Huell_Howser","Huell Howser"
"http://dbpedia.org/resource/Crossbones_(TV_series)","http://dbpedia.org/resource/James_V._Hart","James V. Hart"
"http://dbpedia.org/resource/West_57th_(TV_program)","http://dbpedia.org/resource/Howard_Stringer","Howard Stringer"
"http://dbpedia.org/resource/Line_of_Fire_(2003_TV_series)","http://dbpedia.org/resource/Rod_Lurie","Rod Lurie"
"http://dbpedia.org/resource/Hollyoaks:_The_Morning_After_the_Night_Before","http://dbpedia.org/resource/Home_Office","Home Office"
"http://dbpedia.org/resource/James_May's_Man_Lab","http://dbpedia.org/resource/James_May","James May"
"http://dbpedia.org/resource/James_May's_Toy_Stories","http://dbpedia.org/resource/James_May","James May"
"http://dbpedia.org/resource/The_Grand_Tour","http://dbpedia.org/resource/James_May","James May"
"http://dbpedia.org/resource/The_Hot_Zone_(American_TV_series)","http://dbpedia.org/resource/James_V._Hart","James V. Hart"
"http://dbpedia.org/resource/The_Inside_(TV_series)","http://dbpedia.org/resource/Howard_Gordon","Howard Gordon"
"http://dbpedia.org/resource/The_Morning_After_(web_series)","http://dbpedia.org/resource/Hulu","Hulu"
"http://dbpedia.org/resource/Threesome_(British_TV_series)","http://dbpedia.org/resource/Tom_MacRae","Tom MacRae"
"http://dbpedia.org/resource/Top_Gear_(2011_TV_series)","http://dbpedia.org/resource/Hunan_Television","Hunan Television"
"http://dbpedia.org/resource/Commander_in_Chief_(TV_series)","http://dbpedia.org/resource/Rod_Lurie","Rod Lurie"
"http://dbpedia.org/resource/Soul_Music_(TV_series)","http://dbpedia.org/resource/Holby_City","Holby City"
"http://dbpedia.org/resource/Mr._and_Mrs._North","http://dbpedia.org/resource/Richard_Lockridge","Richard Lockridge"
"http://dbpedia.org/resource/Strange_World","http://dbpedia.org/resource/Howard_Gordon","Howard Gordon"
"http://dbpedia.org/resource/BH90210","http://dbpedia.org/resource/Jennie_Garth","Jennie Garth"
"http://dbpedia.org/resource/Gadget_&_the_Gadgetinis","http://dbpedia.org/resource/Jean_Chalopin","Jean Chalopin"
"http://dbpedia.org/resource/It's_a_Living","http://dbpedia.org/resource/Jenna_McMahon","Jenna McMahon"
"http://dbpedia.org/resource/Iznogoud","http://dbpedia.org/resource/Jean_Tabary","Jean Tabary"
"http://dbpedia.org/resource/Mama's_Family","http://dbpedia.org/resource/Jenna_McMahon","Jenna McMahon"
"http://dbpedia.org/resource/Penn_Zero:_Part-Time_Hero","http://dbpedia.org/resource/Jared_Bush","Jared Bush"
"http://dbpedia.org/resource/What's_Next_for_Sarah%3F","http://dbpedia.org/resource/Jennette_McCurdy","Jennette McCurdy"
"http://dbpedia.org/resource/Babar_(TV_series)","http://dbpedia.org/resource/Jean_de_Brunhoff","Jean de Brunhoff"
"http://dbpedia.org/resource/King_Arthur_and_the_Knights_of_Justice","http://dbpedia.org/resource/Jean_Chalopin","Jean Chalopin"
"http://dbpedia.org/resource/Pole_Position_(TV_series)","http://dbpedia.org/resource/Jean_Chalopin","Jean Chalopin"
"http://dbpedia.org/resource/The_Facts_of_Life_(TV_series)","http://dbpedia.org/resource/Jenna_McMahon","Jenna McMahon"
"http://dbpedia.org/resource/The_Dudesons","http://dbpedia.org/resource/Jarno_Laasala","Jarno Laasala"
"http://dbpedia.org/resource/The_Janice_Dickinson_Modeling_Agency","http://dbpedia.org/resource/Janice_Dickinson","Janice Dickinson"
"http://dbpedia.org/resource/Top_of_the_Lake","http://dbpedia.org/resource/Jane_Campion","Jane Campion"
"http://dbpedia.org/resource/Upstairs,_Downstairs_(1971_TV_series)","http://dbpedia.org/resource/Jean_Marsh","Jean Marsh"
"http://dbpedia.org/resource/Oranges_Are_Not_the_Only_Fruit_(TV_serial)","http://dbpedia.org/resource/Jeanette_Winterson","Jeanette Winterson"
"http://dbpedia.org/resource/Weeds_(TV_series)","http://dbpedia.org/resource/Jenji_Kohan","Jenji Kohan"
"http://dbpedia.org/resource/Warehouse_13","http://dbpedia.org/resource/Jane_Espenson","Jane Espenson"
"http://dbpedia.org/resource/Sonic_Underground","http://dbpedia.org/resource/Jean_Chalopin","Jean Chalopin"
"http://dbpedia.org/resource/Huge_in_France","http://dbpedia.org/resource/Jarrad_Paul","Jarrad Paul"
"http://dbpedia.org/resource/Adventures_of_the_Little_Mermaid","http://dbpedia.org/resource/Jean_Chalopin","Jean Chalopin"
"http://dbpedia.org/resource/Archibald_le_Magi-chien","http://dbpedia.org/resource/Jean_Chalopin","Jean Chalopin"
"http://dbpedia.org/resource/Full_House","http://dbpedia.org/resource/Jeff_Franklin","Jeff Franklin"
"http://dbpedia.org/resource/Fuller_House_(TV_series)","http://dbpedia.org/resource/Jeff_Franklin","Jeff Franklin"
"http://dbpedia.org/resource/Graceland_(TV_series)","http://dbpedia.org/resource/Jeff_Eastin","Jeff Eastin"
"http://dbpedia.org/resource/The_Grinder_(TV_series)","http://dbpedia.org/resource/Jarrad_Paul","Jarrad Paul"
"http://dbpedia.org/resource/Hawaii_(TV_series)","http://dbpedia.org/resource/Jeff_Eastin","Jeff Eastin"
"http://dbpedia.org/resource/Head_over_Heels_(American_TV_series)","http://dbpedia.org/resource/Jeff_Franklin","Jeff Franklin"
"http://dbpedia.org/resource/Heathcliff_(1984_TV_series)","http://dbpedia.org/resource/Jean_Chalopin","Jean Chalopin"
"http://dbpedia.org/resource/High_Tide_(TV_series)","http://dbpedia.org/resource/Jeff_Franklin","Jeff Franklin"
"http://dbpedia.org/resource/Husbands_(TV_series)","http://dbpedia.org/resource/Jane_Espenson","Jane Espenson"
"http://dbpedia.org/resource/Inspector_Gadget_(1983_TV_series)","http://dbpedia.org/resource/Jean_Chalopin","Jean Chalopin"
"http://dbpedia.org/resource/Northern_Lights_(TV_series)","http://dbpedia.org/resource/Jeff_Pope","Jeff Pope"
"http://dbpedia.org/resource/Once_Upon_a_Time_in_Wonderland","http://dbpedia.org/resource/Jane_Espenson","Jane Espenson"
"http://dbpedia.org/resource/Raising_Miranda","http://dbpedia.org/resource/Jane_Anderson","Jane Anderson"
"http://dbpedia.org/resource/Allen_Gregory","http://dbpedia.org/resource/Jarrad_Paul","Jarrad Paul"
"http://dbpedia.org/resource/Orange_Is_the_New_Black","http://dbpedia.org/resource/Jenji_Kohan","Jenji Kohan"
"http://dbpedia.org/resource/The_Stones_(TV_series)","http://dbpedia.org/resource/Jenji_Kohan","Jenji Kohan"
"http://dbpedia.org/resource/Ulysses_31","http://dbpedia.org/resource/Jean_Chalopin","Jean Chalopin"
"http://dbpedia.org/resource/Christmas_with_the_Dickinsons","http://dbpedia.org/resource/Janice_Dickinson","Janice Dickinson"
"http://dbpedia.org/resource/Shasta_McNasty","http://dbpedia.org/resource/Jeff_Eastin","Jeff Eastin"
"http://dbpedia.org/resource/Skins_(American_TV_series)","http://dbpedia.org/resource/Jamie_Brittain","Jamie Brittain"
"http://dbpedia.org/resource/Skins_(British_TV_series)","http://dbpedia.org/resource/Jamie_Brittain","Jamie Brittain"
"http://dbpedia.org/resource/Hangin'_with_Mr._Cooper","http://dbpedia.org/resource/Jeff_Franklin","Jeff Franklin"
"http://dbpedia.org/resource/The_Widower_(TV_series)","http://dbpedia.org/resource/Jeff_Pope","Jeff Pope"
"http://dbpedia.org/resource/White_Collar_(TV_series)","http://dbpedia.org/resource/Jeff_Eastin","Jeff Eastin"
"http://dbpedia.org/resource/Kidd_Video","http://dbpedia.org/resource/Jean_Chalopin","Jean Chalopin"
"http://dbpedia.org/resource/The_House_of_Eliott","http://dbpedia.org/resource/Jean_Marsh","Jean Marsh"
"http://dbpedia.org/resource/Neil's_Puppet_Dreams","http://dbpedia.org/resource/Janet_Varney","Janet Varney"
"http://dbpedia.org/resource/Network_7","http://dbpedia.org/resource/Janet_Street-Porter","Janet Street-Porter"
"http://dbpedia.org/resource/The_Twins_of_Destiny","http://dbpedia.org/resource/Jean_Chalopin","Jean Chalopin"
"http://dbpedia.org/resource/Southie_Rules","http://dbpedia.org/resource/Jason_Friedberg_and_Aaron_Seltzer","Jason Friedberg"
"http://dbpedia.org/resource/Babylon_(TV_series)","http://dbpedia.org/resource/Jesse_Armstrong","Jesse Armstrong"
"http://dbpedia.org/resource/Peep_Show_(British_TV_series)","http://dbpedia.org/resource/Jesse_Armstrong","Jesse Armstrong"
"http://dbpedia.org/resource/Star_Trek:_Strange_New_Worlds","http://dbpedia.org/resource/Jenny_Lumet","Jenny Lumet"
"http://dbpedia.org/resource/Succession_(TV_series)","http://dbpedia.org/resource/Jesse_Armstrong","Jesse Armstrong"
"http://dbpedia.org/resource/The_Old_Guys","http://dbpedia.org/resource/Jesse_Armstrong","Jesse Armstrong"
"http://dbpedia.org/resource/A_Garfield_Christmas","http://dbpedia.org/resource/Jim_Davis_(cartoonist)","Jim Davis (fumettista)"
"http://dbpedia.org/resource/A_StoryBots_Christmas","http://dbpedia.org/resource/JibJab","JibJab"
"http://dbpedia.org/resource/Casualty_(TV_series)","http://dbpedia.org/resource/Jeremy_Brock","Jeremy Brock"
"http://dbpedia.org/resource/Fibber_McGee_and_Molly","http://dbpedia.org/resource/Jim_Jordan_(actor)","Jim Jordan (attore)"
"http://dbpedia.org/resource/Ask_the_StoryBots","http://dbpedia.org/resource/JibJab","JibJab"
"http://dbpedia.org/resource/Finders_Keepers_(Australian_TV_series)","http://dbpedia.org/resource/Jennifer_Rowe","Jennifer Rowe"
"http://dbpedia.org/resource/Fresh_Meat_(TV_series)","http://dbpedia.org/resource/Jesse_Armstrong","Jesse Armstrong"
"http://dbpedia.org/resource/Funland_(TV_series)","http://dbpedia.org/resource/Jeremy_Dyson","Jeremy Dyson"
"http://dbpedia.org/resource/The_League_of_Gentlemen","http://dbpedia.org/resource/Jeremy_Dyson","Jeremy Dyson"
